onset	duration	titr	surround	centre	response	rt
135.7705078125	0.00833333333333333	1	NaN	-15	1	1.4365234375
139.6201171875	0.00833333333333333	1	NaN	-14	1	1.0517578125
143.14453125	0.00833333333333333	1	-30	15	2	0.966796875
146.603515625	0.00833333333333333	1	-30	14	2	0.7001953125
149.470703125	0.00833333333333333	1	-30	-15	1	0.953125
152.6279296875	0.00833333333333333	1	30	15	2	0.828125
155.5693359375	0.00833333333333333	1	-30	13	2	0.89453125
158.869140625	0.00833333333333333	1	30	14	2	0.66796875
161.59375	0.00833333333333333	1	-30	-14	1	0.7109375
164.51171875	0.00833333333333333	1	-30	-13	1	0.728515625
167.486328125	0.00833333333333333	1	NaN	15	2	0.5859375
170.361328125	0.00833333333333333	1	NaN	14	2	0.53515625
173.3017578125	0.00833333333333333	1	30	13	2	0.6748046875
176.27734375	0.00833333333333333	1	30	12	2	0.5556640625
178.9443359375	0.00833333333333333	1	NaN	-13	1	0.5927734375
181.6943359375	0.00833333333333333	1	NaN	-12	1	0.5146484375
184.7607421875	0.00833333333333333	1	NaN	-11	1	0.50390625
187.65234375	0.00833333333333333	1	30	11	2	0.6123046875
190.4111328125	0.00833333333333333	1	-30	-12	1	0.6220703125
193.4443359375	0.00833333333333333	1	NaN	13	2	0.61328125
196.5361328125	0.00833333333333333	1	30	-15	1	0.78515625
199.8935546875	0.00833333333333333	1	NaN	-10	1	0.6435546875
202.8193359375	0.00833333333333333	1	NaN	-9	1	0.646484375
205.5693359375	0.00833333333333333	1	30	-14	1	0.640625
208.7109375	0.00833333333333333	1	-30	-11	2	1.1552734375
212.1025390625	0.00833333333333333	1	-30	-12	2	1.1396484375
215.4091796875	0.00833333333333333	1	NaN	-8	1	1.0888671875
218.7431640625	0.00833333333333333	1	NaN	12	2	1.2109375
222.5185546875	0.00833333333333333	1	NaN	11	2	1.259765625
226.04296875	0.00833333333333333	1	30	10	2	1.3916015625
229.9853515625	0.00833333333333333	1	30	9	2	1.529296875
233.876953125	0.00833333333333333	1	-30	-13	1	1.1416015625
237.318359375	0.00833333333333333	1	-30	-12	2	1.3642578125
241.134765625	0.00833333333333333	1	30	8	2	0.8115234375
244.1767578125	0.00833333333333333	1	NaN	-7	1	0.9140625
247.2431640625	0.00833333333333333	1	NaN	10	2	1.111328125
250.7431640625	0.00833333333333333	1	-30	12	2	0.68359375
253.8427734375	0.00833333333333333	1	30	7	2	0.744140625
256.7099609375	0.00833333333333333	1	30	6	2	0.861328125
259.8427734375	0.00833333333333333	1	30	5	2	0.8486328125
263.2685546875	0.00833333333333333	1	30	4	2	0.7265625
266.5009765625	0.00833333333333333	1	-30	-13	2	1.6865234375
270.66796875	0.00833333333333333	1	NaN	9	2	1.248046875
274.017578125	0.00833333333333333	1	NaN	8	2	1.474609375
277.884765625	0.00833333333333333	1	30	3	2	0.9189453125
281.1171875	0.00833333333333333	1	NaN	-6	1	1.20703125
284.5009765625	0.00833333333333333	1	-30	11	2	1.18359375
287.9921875	0.00833333333333333	1	30	-13	1	0.66796875
291.201171875	0.00833333333333333	1	30	2	2	1.0830078125
294.5087890625	0.00833333333333333	1	30	-12	1	0.7119140625
297.3427734375	0.00833333333333333	1	NaN	7	2	1.0537109375
300.6669921875	0.00833333333333333	1	30	-11	1	0.74609375
303.67578125	0.00833333333333333	1	NaN	6	2	0.6728515625
306.5341796875	0.00833333333333333	1	-30	-14	1	0.703125
309.4091796875	0.00833333333333333	1	-30	10	2	0.595703125
312.1669921875	0.00833333333333333	1	-30	-13	1	0.6943359375
315.208984375	0.00833333333333333	1	NaN	5	2	0.8837890625
318.3173828125	0.00833333333333333	1	-30	-12	1	0.7119140625
321.333984375	0.00833333333333333	1	-30	9	2	0.6396484375
324.3837890625	0.00833333333333333	1	NaN	4	2	0.6298828125
327.6083984375	0.00833333333333333	1	NaN	-5	1	1.517578125
331.5244140625	0.00833333333333333	1	NaN	-4	1	1.0732421875
335.0830078125	0.00833333333333333	1	NaN	3	2	0.6669921875
338.125	0.00833333333333333	1	NaN	2	2	0.689453125
340.9248046875	0.00833333333333333	1	30	-10	1	0.705078125
344.1416015625	0.00833333333333333	1	NaN	-3	2	0.880859375
347.43359375	0.00833333333333333	1	NaN	1	2	0.556640625
350.3330078125	0.00833333333333333	1	NaN	0	2	0.9130859375
