onset	duration	titr	surround	centre	response	rt
211.8193359375	0.00833333333333333	1	-30	-15	1	1.3662109375
215.2607421875	0.00833333333333333	1	-30	15	2	0.6923828125
218.103515625	0.00833333333333333	1	NaN	-15	1	0.7216796875
221.27734375	0.00833333333333333	1	-30	-14	2	1.3408203125
225.0703125	0.00833333333333333	1	-30	-15	1	1.203125
228.611328125	0.00833333333333333	1	-30	14	2	0.638671875
231.41796875	0.00833333333333333	1	-30	-14	1	1.0078125
234.8017578125	0.00833333333333333	1	NaN	15	2	0.49609375
237.427734375	0.00833333333333333	1	30	15	2	0.630859375
240.21875	0.00833333333333333	1	NaN	14	1	1.583984375
243.9775390625	0.00833333333333333	1	30	14	2	0.529296875
247.0439453125	0.00833333333333333	1	NaN	-14	1	0.5419921875
250.0927734375	0.00833333333333333	1	NaN	-13	1	0.6376953125
253.15234375	0.00833333333333333	1	30	13	2	0.4580078125
256.0771484375	0.00833333333333333	1	30	12	2	0.61328125
258.8515625	0.00833333333333333	1	NaN	15	2	0.5029296875
261.65234375	0.00833333333333333	1	NaN	14	2	0.55078125
264.693359375	0.00833333333333333	1	NaN	13	2	0.4541015625
267.1767578125	0.00833333333333333	1	-30	13	2	0.578125
269.8017578125	0.00833333333333333	1	30	-15	1	0.5693359375
272.8681640625	0.00833333333333333	1	30	-14	1	0.5185546875
275.5849609375	0.00833333333333333	1	NaN	-12	1	0.482421875
278.1337890625	0.00833333333333333	1	NaN	-11	1	0.453125
280.818359375	0.00833333333333333	1	-30	12	2	0.552734375
283.7099609375	0.00833333333333333	1	NaN	12	2	0.4775390625
286.5185546875	0.00833333333333333	1	-30	11	2	0.5009765625
289.234375	0.00833333333333333	1	-30	10	2	0.46484375
291.958984375	0.00833333333333333	1	-30	9	2	0.484375
294.767578125	0.00833333333333333	1	-30	8	2	0.4921875
297.6416015625	0.00833333333333333	1	30	-13	1	0.482421875
300.1591796875	0.00833333333333333	1	NaN	11	2	0.453125
302.9931640625	0.00833333333333333	1	NaN	-10	1	0.451171875
305.9345703125	0.00833333333333333	1	30	-12	1	0.4619140625
308.609375	0.00833333333333333	1	NaN	-9	1	0.6748046875
311.5498046875	0.00833333333333333	1	NaN	10	2	0.4462890625
314.5595703125	0.00833333333333333	1	-30	-13	1	0.7568359375
317.80078125	0.00833333333333333	1	-30	-12	1	0.6357421875
320.5009765625	0.00833333333333333	1	-30	7	2	0.4873046875
323.275390625	0.00833333333333333	1	30	-11	1	0.44921875
325.859375	0.00833333333333333	1	-30	-11	1	0.705078125
328.6748046875	0.00833333333333333	1	30	-10	1	0.4990234375
331.583984375	0.00833333333333333	1	30	-9	1	0.509765625
334.474609375	0.00833333333333333	1	NaN	-8	1	0.73828125
337.734375	0.00833333333333333	1	-30	6	2	0.53515625
340.708984375	0.00833333333333333	1	NaN	9	2	0.46484375
343.5830078125	0.00833333333333333	1	30	-8	1	0.4873046875
346.208984375	0.00833333333333333	1	NaN	8	2	0.46875
348.80859375	0.00833333333333333	1	NaN	-7	1	0.4853515625
351.5419921875	0.00833333333333333	1	30	-7	1	0.51953125
354.19140625	0.00833333333333333	1	30	11	2	0.3984375
357.150390625	0.00833333333333333	1	30	-6	1	0.4873046875
360.1416015625	0.00833333333333333	1	NaN	7	2	0.576171875
363.3251953125	0.00833333333333333	1	-30	-10	2	0.7373046875
366.1669921875	0.00833333333333333	1	NaN	6	2	0.447265625
368.7666015625	0.00833333333333333	1	NaN	5	2	0.5126953125
371.708984375	0.00833333333333333	1	30	-5	1	0.6259765625
374.7001953125	0.00833333333333333	1	30	10	2	0.6982421875
377.9326171875	0.00833333333333333	1	NaN	-6	1	0.5458984375
380.9248046875	0.00833333333333333	1	30	-4	1	0.6181640625
384.091796875	0.00833333333333333	1	30	9	2	0.626953125
386.849609375	0.00833333333333333	1	NaN	-5	1	0.525390625
389.4501953125	0.00833333333333333	1	30	8	2	0.5966796875
392.4912109375	0.00833333333333333	1	-30	-11	1	0.7568359375
395.541015625	0.00833333333333333	1	-30	-10	1	0.810546875
398.765625	0.00833333333333333	1	-30	-9	1	0.74609375
401.8486328125	0.00833333333333333	1	NaN	4	2	0.7265625
404.9658203125	0.00833333333333333	1	30	-3	1	0.833984375
408.08203125	0.00833333333333333	1	-30	-8	2	0.7734375
411.08203125	0.00833333333333333	1	30	-2	1	1.029296875
414.6572265625	0.00833333333333333	1	30	7	2	0.6630859375
417.82421875	0.00833333333333333	1	30	6	2	0.6240234375
420.7998046875	0.00833333333333333	1	-30	5	2	0.4560546875
423.607421875	0.00833333333333333	1	NaN	-4	1	0.6962890625
426.4658203125	0.00833333333333333	1	NaN	3	2	0.57421875
429.4990234375	0.00833333333333333	1	NaN	2	2	0.685546875
432.265625	0.00833333333333333	1	30	5	2	0.5908203125
435.0654296875	0.00833333333333333	1	NaN	1	2	0.5673828125
437.8740234375	0.00833333333333333	1	30	4	2	0.7744140625
440.9736328125	0.00833333333333333	1	30	-1	1	0.69140625
444.015625	0.00833333333333333	1	NaN	0	2	0.6806640625
446.9326171875	0.00833333333333333	1	30	0	1	0.62890625
449.6142578125	0.00833333333333333	1	-30	4	2	0.5068359375
452.291015625	0.00833333333333333	1	-30	3	2	0.494140625
455.08203125	0.00833333333333333	1	-30	-9	2	0.607421875
